Beach,Date,Hour,Wind_speed,Gust,Wave,Period,Temperature,Wind_direction,Wave_direction,Degrees
Vigo,21,16h,2,4,"0,6",11,11,NO (308.9901550054685°),ONO (282°),ON-SHORE
Vigo,21,19h,2,4,"0,6",11,9,N (356.7870834672429°),ONO (282°),SIDE-SHORE
Vigo,21,22h,3,4,"0,5",10,7,ESE (111.34049112067618°),O (277°),OFF-SHORE
Vigo,22,04h,4,4,"0,4",10,5,ESE (121.71067955299675°),O (276°),OFF-SHORE
Vigo,22,07h,4,6,"0,4",10,6,SE (133.354490244503°),O (274°),OFF-SHORE
Vigo,22,10h,6,10,"0,4",10,6,SE (141.76071994593232°),O (274°),SIDE-SHORE
Vigo,22,13h,5,10,"0,4",10,10,SSE (161.16873623663471°),O (276°),SIDE-SHORE
Vigo,22,16h,4,8,"0,4",10,10,SO (231.86368157545013°),O (279°),ON-SHORE
Vigo,22,19h,3,4,"0,4",9,8,S (175.99695183227888°),O (280°),SIDE-SHORE
Vigo,22,22h,3,6,"0,3",9,8,OSO (238.09628495196094°),O (281°),ON-SHORE
Vigo,23,04h,3,3,"0,4",9,7,SE (130.36755855311867°),O (280°),OFF-SHORE
Vigo,23,07h,4,4,"0,5",14,7,SE (124.76385877720504°),O (274°),OFF-SHORE
Vigo,23,10h,4,5,"0,6",14,7,SE (127.15239577994149°),O (274°),OFF-SHORE
Vigo,23,13h,4,7,"0,7",13,11,SSE (153.6647887495113°),O (273°),SIDE-SHORE
Vigo,23,16h,4,8,"0,7",13,12,S (189.86896857590713°),O (274°),SIDE-SHORE
Vigo,23,19h,5,10,"0,7",13,9,SSE (161.57992425768495°),O (274°),SIDE-SHORE
Vigo,23,22h,6,10,"0,7",12,8,SE (141.95124252503857°),O (274°),SIDE-SHORE
Patos,14,07h,10,22,"3,0",12,14,SSE (168.18123632335647°),O (263°),SIDE-SHORE
Patos,14,09h,11,21,"3,1",12,14,SSE (161.89102636119298°),O (263°),SIDE-SHORE
Patos,14,11h,13,24,"3,2",12,15,S (170.62099418294542°),O (264°),SIDE-SHORE
Patos,14,13h,13,25,"3,4",12,15,S (173.54139174034813°),O (265°),SIDE-SHORE
Patos,14,15h,12,23,"3,6",13,15,S (176.54345018068167°),O (272°),SIDE-SHORE
Patos,14,17h,12,22,"3,8",14,15,S (189.14848141173425°),O (273°),SIDE-SHORE
Patos,14,19h,8,18,"3,7",14,14,S (169.9099625187504°),O (273°),SIDE-SHORE
Patos,14,21h,8,16,"3,5",13,14,S (188.29473062036°),O (272°),SIDE-SHORE
Patos,15,03h,7,13,"3,0",12,13,SO (220.19871893152967°),O (265°),ON-SHORE
Patos,15,05h,5,12,"3,0",12,13,SSO (204.8738356701505°),O (263°),SIDE-SHORE
Patos,15,07h,6,11,"3,0",12,12,SSE (165.04581223969026°),O (262°),SIDE-SHORE
Patos,15,09h,6,12,"3,0",11,12,SSE (163.29764059040087°),OSO (258°),SIDE-SHORE
Patos,15,11h,7,14,"2,9",11,13,SSE (159.10624595233318°),OSO (257°),SIDE-SHORE
Patos,15,13h,8,16,"3,0",11,14,SSE (165.0363127601579°),OSO (257°),SIDE-SHORE
Patos,15,15h,8,16,"3,0",11,15,SSE (165.60941821731234°),OSO (256°),SIDE-SHORE
Patos,15,17h,7,15,"3,0",11,14,SSE (167.5762050092796°),OSO (257°),SIDE-SHORE
Patos,15,19h,7,12,"2,8",11,13,SSE (158.7981212747967°),OSO (257°),SIDE-SHORE
Patos,15,21h,5,9,"2,7",11,11,SE (133.95228064061587°),OSO (258°),OFF-SHORE
Patos,16,03h,5,9,"2,4",11,10,ESE (101.69868517837595°),O (259°),OFF-SHORE
Patos,16,05h,5,8,"2,3",11,9,E (97.80983414495395°),O (259°),OFF-SHORE
Patos,16,07h,5,8,"2,1",11,9,E (97.56171187752032°),O (259°),OFF-SHORE
Patos,16,09h,5,9,"2,0",11,9,E (100.51435829627796°),OSO (258°),OFF-SHORE
Patos,16,11h,4,9,"1,9",11,11,E (93.106702203625°),OSO (256°),OFF-SHORE
Patos,16,13h,3,7,"1,8",11,14,ENE (68.31327307983835°),OSO (256°),OFF-SHORE
Patos,16,15h,3,7,"1,6",10,15,E (83.50016691424472°),OSO (255°),OFF-SHORE
Patos,16,17h,2,6,"1,5",10,14,NE (47.13151462168195°),OSO (255°),OFF-SHORE
Patos,16,19h,4,6,"1,4",10,11,SE (129.89219343985485°),OSO (255°),OFF-SHORE
Patos,16,21h,4,6,"1,3",10,10,ESE (120.5139587333345°),OSO (252°),OFF-SHORE
Patos,17,03h,6,11,"1,1",10,9,SE (134.1647500028688°),OSO (252°),OFF-SHORE
Patos,17,05h,6,11,"1,1",9,9,SE (132.48367838449283°),OSO (252°),OFF-SHORE
Patos,17,07h,7,10,"1,0",9,9,SE (130.9589000670142°),OSO (251°),OFF-SHORE
Patos,17,09h,7,11,"0,9",9,9,SE (128.61876419726337°),OSO (250.99999999999997°),OFF-SHORE
Patos,17,11h,6,12,"0,9",9,12,SE (134.13037077801184°),OSO (250.66666666666663°),OFF-SHORE
Patos,17,13h,6,14,"0,9",9,14,SSE (167.33618724488332°),OSO (250°),SIDE-SHORE
Patos,17,15h,10,17,"1,0",9,14,S (178.8570118112437°),OSO (250°),SIDE-SHORE
Patos,17,17h,8,20,"1,2",7,13,SSE (168.34387296039512°),SO (232.33333333333331°),SIDE-SHORE
Patos,17,19h,10,24,"1,3",5,13,SSE (164.55268949188564°),SSO (197°),SIDE-SHORE
Patos,17,22h,12,30,"1,6",5,13,SSE (168.48702602438865°),SSO (201°),SIDE-SHORE
Patos,18,04h,15,37,"2,6",7,13,S (168.93068932684167°),SSO (205°),SIDE-SHORE
Patos,18,06h,15,39,"3,0",7,13,S (169.52593786733152°),SSO (213°),SIDE-SHORE
Patos,18,08h,16,40,"3,3",8,13,S (169.75009856260394°),SO (218.66666666666666°),SIDE-SHORE
Patos,18,10h,16,40,"3,5",8,14,S (169.62790725196467°),SO (222°),SIDE-SHORE
Patos,18,12h,16,38,"3,7",9,14,S (169.27229941277722°),SO (225.33333333333331°),SIDE-SHORE
Patos,18,14h,17,39,"3,9",9,14,S (169.80461521845893°),SO (228.99999999999997°),SIDE-SHORE
Patos,18,16h,18,40,"4,2",10,14,S (171.60857062469194°),SO (233°),SIDE-SHORE
Patos,18,18h,18,41,"4,2",10,14,S (173.19698754385948°),SO (230.99999999999997°),SIDE-SHORE
Patos,18,20h,18,41,"4,3",10,14,S (174.07322149215238°),SO (232.66666666666663°),SIDE-SHORE
Patos,18,22h,18,41,"4,5",10,15,S (174.23200496282095°),OSO (238°),SIDE-SHORE
Patos,19,04h,18,41,"4,4",11,15,S (173.66539800541142°),OSO (241°),SIDE-SHORE
Patos,19,06h,18,30,"4,5",11,15,S (171.79727476149338°),OSO (245°),SIDE-SHORE
Patos,19,08h,21,42,"4,5",11,14,S (172.1577891116373°),OSO (249.66666666666666°),SIDE-SHORE
Patos,19,10h,20,40,"4,3",12,14,S (169.90300394722442°),OSO (255°),SIDE-SHORE
Patos,19,12h,23,40,"4,5",12,14,S (176.30620539924774°),OSO (255°),SIDE-SHORE
Patos,19,14h,21,40,"4,5",12,15,S (181.20290451259362°),OSO (255.66666666666666°),SIDE-SHORE
Patos,19,16h,22,40,"4,3",12,15,S (181.88575770791792°),OSO (257°),SIDE-SHORE
Patos,19,18h,22,40,"4,3",13,15,S (180.77881184407985°),O (263.66666666666663°),SIDE-SHORE
Patos,19,20h,18,37,"4,3",13,14,S (177.17507495581995°),O (267°),SIDE-SHORE
Patos,19,22h,16,36,"4,4",13,15,S (189.10721222705203°),O (267°),SIDE-SHORE
Patos,20,04h,12,29,"4,6",12,14,S (188.4991349869822°),OSO (255°),SIDE-SHORE
Patos,20,07h,10,24,"4,3",12,13,SSO (202.90428984220515°),OSO (255°),SIDE-SHORE
Patos,20,10h,10,23,"3,7",12,13,SSO (197.90755500016175°),OSO (255°),SIDE-SHORE
Patos,20,13h,8,19,"3,2",12,13,SO (220.6584350681184°),OSO (255°),ON-SHORE
Patos,20,16h,6,15,"2,9",11,12,OSO (246.5062789492285°),OSO (253°),ON-SHORE
Patos,20,19h,7,15,"2,5",11,11,N (356.2702384539097°),OSO (254°),SIDE-SHORE
Patos,20,22h,5,13,"2,2",11,10,NNE (29.958118952622794°),OSO (257°),SIDE-SHORE
Patos,21,04h,4,11,"2,1",12,9,NE (39.24487846603833°),ONO (297°),SIDE-SHORE
Patos,21,07h,5,12,"2,0",12,9,NNO (347.29870030534124°),ONO (293°),SIDE-SHORE
Patos,21,10h,5,13,"1,9",12,8,N (3.952381568625936°),ONO (299°),SIDE-SHORE
Patos,21,13h,4,11,"1,7",12,11,N (352.5379134764844°),NO (305°),SIDE-SHORE
Patos,21,16h,3,4,"1,6",11,12,NNO (347.2839369375021°),ONO (301°),SIDE-SHORE
Patos,21,19h,3,4,"1,4",11,9,N (9.20142006965659°),NO (304°),SIDE-SHORE
Patos,21,22h,3,4,"1,3",11,8,E (98.60963254296057°),ONO (295°),OFF-SHORE
Patos,22,04h,5,6,"1,1",10,6,SE (129.60578486331408°),ONO (292°),OFF-SHORE
Patos,22,07h,6,8,"1,0",10,6,SE (141.17025791380289°),ONO (283°),SIDE-SHORE
Patos,22,10h,7,12,"0,9",10,6,SSE (146.90543623036092°),ONO (283°),SIDE-SHORE
Patos,22,13h,7,13,"0,9",10,10,SSE (160.65121487894942°),ONO (287°),SIDE-SHORE
Patos,22,16h,4,7,"0,9",10,10,OSO (250.12808073009103°),ONO (293°),ON-SHORE
Patos,22,19h,3,4,"0,8",9,9,NO (319.04795108219486°),ONO (298°),ON-SHORE
Patos,22,22h,4,5,"0,8",9,8,ONO (288.27621615655806°),ONO (293°),ON-SHORE
Patos,23,04h,2,2,"0,8",9,7,ESE (107.28727286966637°),ONO (293°),OFF-SHORE
Patos,23,07h,4,5,"1,0",14,7,SE (124.8191582710986°),ONO (283°),OFF-SHORE
Patos,23,10h,5,6,"1,2",14,7,SE (126.8018319325402°),O (280°),OFF-SHORE
Patos,23,13h,5,9,"1,3",13,11,SSE (155.5396025470365°),O (280°),SIDE-SHORE
Patos,23,16h,5,10,"1,3",13,12,S (184.31955402615787°),O (279°),SIDE-SHORE
Patos,23,19h,7,12,"1,3",13,10,SSE (167.58947565538466°),O (279°),SIDE-SHORE
Patos,23,22h,7,13,"1,3",12,9,SSE (150.6678695662862°),O (279°),SIDE-SHORE
Playa América,14,07h,10,21,"3,0",12,14,SSE (163.10447218623327°),O (263°),SIDE-SHORE
Playa América,14,09h,10,20,"3,1",12,14,SSE (161.82057930161415°),O (263°),SIDE-SHORE
Playa América,14,11h,12,23,"3,2",12,15,S (172.7267199436877°),O (264°),SIDE-SHORE
Playa América,14,13h,11,23,"3,4",12,15,S (179.49319879829102°),O (265°),SIDE-SHORE
Playa América,14,15h,12,23,"3,7",13,15,S (178.14094535347218°),O (272°),SIDE-SHORE
Playa América,14,17h,10,22,"3,9",14,14,S (183.23833398757196°),O (273°),SIDE-SHORE
Playa América,14,19h,8,17,"3,8",14,14,SSE (160.9521005633526°),O (273°),SIDE-SHORE
Playa América,14,21h,7,15,"3,6",13,14,S (183.25061895241106°),O (272°),SIDE-SHORE
Playa América,15,03h,5,11,"3,1",12,13,SO (226.90159552119164°),O (265°),ON-SHORE
Playa América,15,05h,4,9,"3,0",12,13,SSO (198.30891272849595°),O (263°),SIDE-SHORE
Playa América,15,07h,6,10,"3,0",12,12,SSE (152.95650516757067°),O (262°),SIDE-SHORE
Playa América,15,09h,6,11,"3,0",11,12,SSE (156.67582291080265°),OSO (258°),SIDE-SHORE
Playa América,15,11h,7,13,"3,0",11,13,SSE (156.85636506393163°),OSO (257°),SIDE-SHORE
Playa América,15,13h,9,15,"3,0",11,14,SSE (160.81014721680145°),OSO (257°),SIDE-SHORE
Playa América,15,15h,8,15,"3,1",11,15,SSE (160.45892887204778°),OSO (256°),SIDE-SHORE
Playa América,15,17h,7,14,"3,0",11,14,SSE (164.33469100322034°),OSO (256°),SIDE-SHORE
Playa América,15,19h,7,12,"2,9",11,13,SSE (154.22787997910007°),OSO (257°),SIDE-SHORE
Playa América,15,21h,5,9,"2,8",11,11,SE (133.95228064061587°),OSO (258°),OFF-SHORE
Playa América,16,03h,5,9,"2,4",11,10,ESE (101.69868517837595°),O (259°),OFF-SHORE
Playa América,16,05h,5,8,"2,3",11,9,E (97.80983414495395°),O (259°),OFF-SHORE
Playa América,16,07h,5,8,"2,2",11,9,E (97.56171187752032°),O (259°),OFF-SHORE
Playa América,16,09h,5,9,"2,1",11,9,E (100.51435829627796°),OSO (258°),OFF-SHORE
Playa América,16,11h,4,9,"1,9",11,11,E (93.106702203625°),OSO (256°),OFF-SHORE
Playa América,16,13h,3,7,"1,8",11,14,ENE (68.31327307983835°),OSO (256°),OFF-SHORE
Playa América,16,15h,3,7,"1,7",10,15,E (83.50016691424472°),OSO (255°),OFF-SHORE
Playa América,16,17h,2,6,"1,6",10,14,NE (47.13151462168195°),OSO (255°),OFF-SHORE
Playa América,16,19h,4,6,"1,5",10,11,SE (129.89219343985485°),OSO (255°),OFF-SHORE
Playa América,16,21h,4,6,"1,4",10,10,ESE (120.5139587333345°),OSO (252°),OFF-SHORE
Playa América,17,03h,6,11,"1,1",10,9,SE (134.1647500028688°),OSO (252°),OFF-SHORE
Playa América,17,05h,6,11,"1,1",9,9,SE (132.48367838449283°),OSO (252°),OFF-SHORE
Playa América,17,07h,7,12,"1,0",9,8,SE (127.70427157929676°),OSO (251°),OFF-SHORE
Playa América,17,09h,7,11,"1,0",9,9,ESE (122.65498832854794°),OSO (250.99999999999997°),OFF-SHORE
Playa América,17,11h,6,13,"0,9",9,11,SE (133.89728002548912°),OSO (250.66666666666663°),OFF-SHORE
Playa América,17,13h,7,14,"0,9",9,14,SSE (163.99970730471728°),OSO (250°),SIDE-SHORE
Playa América,17,15h,10,17,"1,1",9,14,S (170.82505208256063°),OSO (250°),SIDE-SHORE
Playa América,17,17h,8,20,"1,2",7,13,SSE (162.69498857636387°),SO (232°),SIDE-SHORE
Playa América,17,19h,9,24,"1,3",5,12,SSE (159.55187500089855°),SSO (196°),SIDE-SHORE
Playa América,17,22h,12,30,"1,7",5,13,SSE (168.48702602438865°),SSO (200°),SIDE-SHORE
Playa América,18,04h,15,37,"2,7",7,13,S (168.93068932684167°),SSO (205°),SIDE-SHORE
Playa América,18,06h,15,39,"3,0",7,13,S (169.52593786733152°),SSO (213°),SIDE-SHORE
Playa América,18,08h,16,40,"3,3",8,13,S (169.75009856260394°),SO (218.33333333333331°),SIDE-SHORE
Playa América,18,10h,16,40,"3,5",8,14,S (169.62790725196467°),SO (221°),SIDE-SHORE
Playa América,18,12h,16,38,"3,8",9,14,S (169.27229941277722°),SO (224.99999999999997°),SIDE-SHORE
Playa América,18,14h,17,39,"4,0",9,14,S (169.80461521845893°),SO (228.99999999999997°),SIDE-SHORE
Playa América,18,16h,18,40,"4,2",9,14,S (171.60857062469194°),SO (233°),SIDE-SHORE
Playa América,18,18h,18,41,"4,3",10,14,S (173.19698754385948°),SO (230.99999999999997°),SIDE-SHORE
Playa América,18,20h,18,41,"4,4",10,14,S (174.07322149215238°),SO (232.66666666666663°),SIDE-SHORE
Playa América,18,22h,18,41,"4,6",10,15,S (174.23200496282095°),OSO (238°),SIDE-SHORE
Playa América,19,04h,18,41,"4,5",11,15,S (173.66539800541142°),OSO (240°),SIDE-SHORE
Playa América,19,06h,16,36,"4,6",11,15,S (170.45803346711833°),OSO (244.66666666666666°),SIDE-SHORE
Playa América,19,08h,21,42,"4,6",11,14,S (169.1350700671365°),OSO (249.66666666666666°),SIDE-SHORE
Playa América,19,10h,19,39,"4,4",12,13,SSE (166.582149568275°),OSO (255°),SIDE-SHORE
Playa América,19,12h,20,39,"4,5",12,14,S (172.8825131674555°),OSO (255°),SIDE-SHORE
Playa América,19,14h,19,39,"4,5",12,14,S (176.78784521150646°),OSO (255.33333333333331°),SIDE-SHORE
Playa América,19,16h,19,38,"4,4",12,14,S (179.78630629517403°),OSO (256°),SIDE-SHORE
Playa América,19,18h,20,38,"4,3",13,14,S (177.5003121897732°),O (263.3333333333333°),SIDE-SHORE
Playa América,19,20h,18,37,"4,4",13,14,S (173.4531873997078°),O (267°),SIDE-SHORE
Playa América,19,22h,16,36,"4,5",13,15,S (189.10721222705203°),O (267°),SIDE-SHORE
Playa América,20,04h,12,29,"4,7",12,14,S (188.4991349869822°),OSO (255°),SIDE-SHORE
Playa América,20,07h,10,24,"4,3",12,13,SSO (202.90428984220515°),OSO (254°),SIDE-SHORE
Playa América,20,10h,10,23,"3,7",12,13,SSO (197.90755500016175°),OSO (255°),SIDE-SHORE
Playa América,20,13h,8,19,"3,3",12,13,SO (220.6584350681184°),OSO (255°),ON-SHORE
Playa América,20,16h,6,15,"2,9",11,12,OSO (246.5062789492285°),OSO (253°),ON-SHORE
Playa América,20,19h,7,15,"2,5",11,11,N (356.2702384539097°),OSO (254°),SIDE-SHORE
Playa América,20,22h,5,13,"2,3",11,10,NNE (29.958118952622794°),OSO (256°),SIDE-SHORE
Playa América,21,04h,4,11,"2,1",12,9,NE (39.24487846603833°),ONO (297°),SIDE-SHORE
Playa América,21,07h,5,12,"2,0",12,9,NNO (347.29870030534124°),ONO (294°),SIDE-SHORE
Playa América,21,10h,5,13,"1,9",12,8,N (3.952381568625936°),ONO (300°),SIDE-SHORE
Playa América,21,13h,4,11,"1,7",12,11,N (352.5379134764844°),NO (306°),SIDE-SHORE
Playa América,21,16h,3,4,"1,6",11,12,NNO (347.2839369375021°),ONO (302°),SIDE-SHORE
Playa América,21,19h,3,4,"1,5",11,9,N (9.20142006965659°),NO (304°),SIDE-SHORE
Playa América,21,22h,3,4,"1,3",11,8,E (98.60963254296057°),ONO (296°),OFF-SHORE
Playa América,22,04h,5,6,"1,1",10,6,SE (129.60578486331408°),ONO (292°),OFF-SHORE
Playa América,22,07h,6,8,"1,0",10,6,SE (141.17025791380289°),ONO (283°),SIDE-SHORE
Playa América,22,10h,7,12,"0,9",10,6,SSE (146.90543623036092°),ONO (284°),SIDE-SHORE
Playa América,22,13h,7,13,"0,9",10,10,SSE (160.65121487894942°),ONO (287°),SIDE-SHORE
Playa América,22,16h,4,7,"0,9",10,10,OSO (250.12808073009103°),ONO (293°),ON-SHORE
Playa América,22,19h,3,4,"0,8",9,9,NO (319.04795108219486°),ONO (299°),ON-SHORE
Playa América,22,22h,4,5,"0,8",9,8,ONO (288.27621615655806°),ONO (294°),ON-SHORE
Playa América,23,04h,2,2,"0,9",9,7,ESE (107.28727286966637°),ONO (294°),OFF-SHORE
Playa América,23,07h,4,5,"1,0",14,7,SE (124.8191582710986°),ONO (283°),OFF-SHORE
Playa América,23,10h,5,6,"1,2",14,7,SE (126.8018319325402°),O (281°),OFF-SHORE
Playa América,23,13h,5,9,"1,3",13,11,SSE (155.5396025470365°),O (280°),SIDE-SHORE
Playa América,23,16h,5,10,"1,3",13,12,S (184.31955402615787°),O (280°),SIDE-SHORE
Playa América,23,19h,7,12,"1,3",13,10,SSE (167.58947565538466°),O (279°),SIDE-SHORE
Playa América,23,22h,7,13,"1,3",12,9,SSE (150.6678695662862°),O (279°),SIDE-SHORE
Punta del Moral,14,07h,10,17,"2,3",11,17,OSO (243.65878560090607°),OSO (250°),ON-SHORE
Punta del Moral,14,09h,9,15,"2,1",11,17,OSO (246.35792710134996°),OSO (251°),ON-SHORE
Punta del Moral,14,11h,9,15,"2,0",11,17,OSO (236.37752208254057°),OSO (251°),ON-SHORE
Punta del Moral,14,13h,11,16,"1,8",11,18,SO (218.15667930401432°),OSO (253°),ON-SHORE
Punta del Moral,14,15h,15,24,"1,8",11,18,SO (227.47572567566323°),OSO (253°),ON-SHORE
Punta del Moral,14,17h,18,27,"2,0",11,17,OSO (240.21277528902544°),OSO (253°),ON-SHORE
Punta del Moral,14,19h,17,25,"2,1",7,17,OSO (249.89632527721454°),SO (227°),ON-SHORE
Punta del Moral,14,21h,15,22,"2,2",7,16,OSO (247.97690443919137°),SO (230°),ON-SHORE
Punta del Moral,15,03h,15,23,"2,5",9,15,O (262.67650712338826°),OSO (240°),ON-SHORE
Punta del Moral,15,05h,13,20,"2,4",9,15,O (265.4374807108006°),OSO (240°),ON-SHORE
Punta del Moral,15,07h,12,18,"2,3",10,15,O (264.72907997886307°),OSO (248°),ON-SHORE
Punta del Moral,15,09h,10,15,"2,2",11,14,O (265.4281942933373°),OSO (250°),ON-SHORE
Punta del Moral,15,11h,11,16,"2,2",11,15,O (261.4285554357341°),OSO (251°),ON-SHORE
Punta del Moral,15,13h,12,14,"2,1",11,16,OSO (253.57878181701957°),OSO (252°),ON-SHORE
Punta del Moral,15,15h,13,15,"2,1",11,16,OSO (249.38584901652968°),OSO (253°),ON-SHORE
Punta del Moral,15,17h,12,15,"2,0",11,16,O (258.8202597944047°),OSO (253°),ON-SHORE
Punta del Moral,15,19h,11,15,"2,0",11,15,O (268.976530349608°),OSO (254°),ON-SHORE
Punta del Moral,15,21h,8,11,"1,9",11,14,O (263.72557574616576°),OSO (254°),ON-SHORE
Punta del Moral,16,03h,6,10,"1,8",11,15,OSO (236.9356859342982°),OSO (254°),ON-SHORE
Punta del Moral,16,05h,5,7,"1,8",11,15,O (270.76970848912066°),OSO (254°),SIDE-SHORE
Punta del Moral,16,07h,5,6,"1,8",11,14,ONO (295.84099306781786°),OSO (254°),SIDE-SHORE
Punta del Moral,16,09h,6,7,"1,8",11,14,ONO (284.82894479256987°),OSO (254°),SIDE-SHORE
Punta del Moral,16,11h,8,11,"1,7",11,15,OSO (240.64031656488623°),OSO (254°),ON-SHORE
Punta del Moral,16,13h,10,12,"1,7",11,17,SO (219.77395817960928°),OSO (255°),ON-SHORE
Punta del Moral,16,15h,10,15,"1,7",10,17,OSO (242.44341130236938°),OSO (256°),ON-SHORE
Punta del Moral,16,17h,11,16,"1,8",10,17,OSO (258.7358798391847°),OSO (253°),ON-SHORE
Punta del Moral,16,19h,9,13,"1,8",10,16,O (262.3209099696571°),OSO (254°),ON-SHORE
Punta del Moral,16,21h,9,12,"1,7",10,15,O (267.8598366898755°),OSO (256°),ON-SHORE
Punta del Moral,17,03h,5,7,"1,3",10,14,ONO (287.99751170213693°),OSO (255°),SIDE-SHORE
Punta del Moral,17,05h,4,7,"1,2",9,13,ONO (285.0877136393468°),OSO (256°),SIDE-SHORE
Punta del Moral,17,07h,4,6,"1,1",9,13,NO (324.6600197050258°),OSO (257°),SIDE-SHORE
Punta del Moral,17,09h,4,5,"1,0",9,12,NNE (28.31728385434723°),OSO (257.66666666666663°),OFF-SHORE
Punta del Moral,17,11h,4,6,"0,9",9,13,ENE (65.0804686548918°),OSO (257.3333333333333°),OFF-SHORE
Punta del Moral,17,13h,4,5,"0,9",9,15,ESE (116.67880806023979°),OSO (256°),SIDE-SHORE
Punta del Moral,17,15h,4,5,"0,8",9,15,ESE (123.6578674924958°),OSO (257.3333333333333°),SIDE-SHORE
Punta del Moral,17,17h,4,5,"0,8",9,15,SSE (146.59286641381263°),OSO (258.3333333333333°),SIDE-SHORE
Punta del Moral,17,19h,3,4,"0,8",9,14,SSE (164.06900202498724°),O (259°),SIDE-SHORE
Punta del Moral,17,22h,5,7,"0,7",9,15,S (180.8912033929876°),OSO (258°),ON-SHORE
Punta del Moral,18,04h,5,7,"0,6",8,14,E (96.36905376690225°),OSO (258°),SIDE-SHORE
Punta del Moral,18,06h,7,9,"0,5",8,14,E (97.70969456877052°),OSO (257.3333333333333°),SIDE-SHORE
Punta del Moral,18,08h,8,12,"0,5",8,14,E (99.24744254586368°),OSO (257.3333333333333°),SIDE-SHORE
Punta del Moral,18,10h,10,14,"0,5",7,15,ESE (104.88938476692617°),OSO (258°),SIDE-SHORE
Punta del Moral,18,12h,11,14,"0,5",7,16,ESE (118.24305019495256°),OSO (254°),SIDE-SHORE
Punta del Moral,18,14h,11,14,"0,5",7,16,SE (126.67480847954619°),OSO (252°),SIDE-SHORE
Punta del Moral,18,16h,11,14,"0,5",7,16,SE (134.39909354467085°),OSO (252°),SIDE-SHORE
Punta del Moral,18,18h,10,12,"0,4",7,16,SE (133.45951520778192°),OSO (255.33333333333331°),SIDE-SHORE
Punta del Moral,18,20h,10,12,"0,4",7,15,SE (133.88151885285157°),OSO (257.66666666666663°),SIDE-SHORE
Punta del Moral,18,22h,10,13,"0,5",8,15,SE (134.93858598213853°),O (259°),SIDE-SHORE
Punta del Moral,19,04h,12,17,"0,9",10,15,SE (141.04367818412845°),O (261°),SIDE-SHORE
Punta del Moral,19,06h,11,13,"1,0",11,15,SE (130.64453651406026°),O (261.66666666666663°),SIDE-SHORE
Punta del Moral,19,08h,12,14,"1,0",11,14,ESE (112.67180625585597°),O (261.3333333333333°),SIDE-SHORE
Punta del Moral,19,10h,13,15,"1,1",12,14,E (101.173975170834°),O (260°),SIDE-SHORE
Punta del Moral,19,12h,13,16,"1,2",12,15,ESE (116.64999156626195°),OSO (258.66666666666663°),SIDE-SHORE
Punta del Moral,19,14h,12,16,"1,2",13,16,SE (130.05305479964028°),OSO (256.66666666666663°),SIDE-SHORE
Punta del Moral,19,16h,11,13,"1,2",15,16,SSE (157.50045480881852°),OSO (254°),SIDE-SHORE
Punta del Moral,19,18h,11,14,"1,3",14,16,SSE (157.71359267042612°),OSO (253.33333333333331°),SIDE-SHORE
Punta del Moral,19,20h,11,14,"1,3",14,16,SSE (157.69419022932115°),OSO (253°),SIDE-SHORE
Punta del Moral,19,22h,13,18,"1,3",14,17,SSE (159.39371192672695°),OSO (253°),SIDE-SHORE
Punta del Moral,20,04h,11,17,"1,2",14,16,SSE (161.1303881199414°),OSO (256°),SIDE-SHORE
Punta del Moral,20,07h,10,14,"1,2",13,16,SSE (156.32419516691445°),OSO (254°),SIDE-SHORE
Punta del Moral,20,10h,11,16,"1,2",14,17,SSE (158.99617117656783°),OSO (258°),SIDE-SHORE
Punta del Moral,20,13h,13,16,"1,2",13,17,SSE (158.1358608839682°),O (259°),SIDE-SHORE
Punta del Moral,20,16h,11,16,"1,2",13,17,S (168.89987796634225°),O (259°),SIDE-SHORE
Punta del Moral,20,19h,10,13,"1,1",12,16,S (179.4841850390435°),OSO (258°),SIDE-SHORE
Punta del Moral,20,22h,12,14,"1,1",12,16,S (191.157446287421°),O (259°),ON-SHORE
Punta del Moral,21,04h,10,14,"1,1",11,16,SSO (207.1170730313202°),OSO (258°),ON-SHORE
Punta del Moral,21,07h,11,18,"1,1",10,15,O (269.4526094674014°),OSO (256°),ON-SHORE
Punta del Moral,21,10h,10,14,"1,1",9,15,ONO (285.21749153580856°),OSO (243°),SIDE-SHORE
Punta del Moral,21,13h,10,13,"1,1",9,17,O (270.26868873606065°),SO (235°),SIDE-SHORE
Punta del Moral,21,16h,7,10,"1,1",9,17,NO (311.80139923205843°),SO (227°),SIDE-SHORE
Punta del Moral,21,19h,5,5,"1,0",8,14,NO (320.58012959933467°),SO (225°),SIDE-SHORE
Punta del Moral,21,22h,4,4,"0,9",8,12,NNO (326.8505742664823°),SO (222°),SIDE-SHORE
Punta del Moral,22,04h,5,5,"0,8",8,11,NNO (347.30101277512034°),SO (221°),SIDE-SHORE
Punta del Moral,22,07h,6,6,"0,7",7,10,NNO (346.99447619275804°),SO (221°),SIDE-SHORE
Punta del Moral,22,10h,5,6,"0,6",7,10,N (1.0733997486445084°),SO (222°),OFF-SHORE
Punta del Moral,22,13h,5,4,"0,5",7,15,NNE (23.14104918261213°),SO (222°),OFF-SHORE
Punta del Moral,22,16h,4,5,"0,4",6,16,N (4.680371056024204°),SO (223°),OFF-SHORE
Punta del Moral,22,19h,5,5,"0,4",9,14,NO (312.3489498720065°),O (259°),SIDE-SHORE
